2 0 0 0 0
2 0 0 0 0
3 0 0 0 0
3 1 0 0 0
3 1 0 0 0
3 1 0 0 0
3 1 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
3 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 0 0
4 0 0 1 1
5 0 0 1 1
5 0 0 1 1
5 0 0 1 1
5 0 0 1 1
5 0 0 1 1
5 0 0 1 1
5 0 0 0 1
5 0 0 0 1
5 0 0 0 1
5 0 0 0 1
5 0 0 0 1
5 0 0 0 1
5 0 0 0 1
5 0 0 0 1
5 0 0 0 1
5 0 0 0 1
5 0 0 0 1
5 0 0 0 1
5 0 0 0 1
5 0 0 0 1
5 0 0 0 1
5 1 2 0 1
5 1 2 0 1
5 1 2 0 1
5 1 2 0 1
5 0 2 0 1
5 0 2 0 1
5 0 2 0 1
5 0 2 0 1
5 0 2 0 1
5 0 2 0 1
5 0 2 0 1
5 0 2 0 1
5 0 2 0 1
5 0 2 0 1
5 0 2 0 1
5 0 2 0 1
5 0 2 0 1
5 0 2 0 1
5 0 2 0 1
5 0 2 0 1
5 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
6 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 1
7 0 2 0 2
7 0 2 0 2
7 0 2 0 2
7 0 2 0 2
7 0 2 0 2
7 0 2 0 2
7 0 2 0 2
7 0 2 0 2
7 0 2 0 2
7 0 2 0 2
7 0 2 0 2
7 0 2 0 2
7 0 2 0 2
7 0 2 0 2
7 0 2 0 2
7 5 7 0 2
8 0 7 0 2
8 0 7 0 2
8 0 7 0 2
8 0 7 0 2
8 0 7 0 2
8 0 7 0 2
8 0 7 0 2
8 0 7 0 2
8 0 7 0 2
8 0 7 0 2
8 0 7 0 2
8 0 7 0 2
8 0 7 0 2
8 0 7 0 2
8 0 7 0 2
